geonameid,name,population,latitude,longitude,feature_code,feature_class,admin2_code
753885,Zamch,1500,50.31713,23.02786,PPL,P,0602
753895,Zambrów,22857,52.9855,22.24319,PPL,P,2014
753909,Załuski,295,53.39321,20.35715,PPL,P,2811
753910,Załuski,402,52.51152,20.52864,PPLA3,P,1420
753941,Zaleszany,35,52.95929,23.92359,PPL,P,2002
753942,Zaleszany,99,52.63343,23.31007,PPL,P,2005
753943,Zaleszany,1000,50.64799,21.89069,PPLA3,P,1818
753955,Zalesie Górne,3099,52.02768,21.03659,PPL,P,1418
754026,Zakrzówek,290,51.29381,21.38266,PPL,P,1436
754027,Zakrzówek,1400,50.95124,22.38138,PPLA3,P,0607
754028,Zakrzówek,45,50.30721,20.36505,PPL,P,2603
754029,Zakrzew,339,51.44095,21.00105,PPLA3,P,1425
754036,Zakrzów,211,50.29855,20.3932,PPL,P,2603
754061,Zakrzew,134,52.36239,21.76806,PPL,P,1433
754064,Zakrzew,100,51.78542,21.24395,PPL,P,1407
754066,Zakrzew,630,50.89004,22.59115,PPLA3,P,0609
754069,Zakroczym,3347,52.43351,20.61207,PPLA3,P,1414
754090,Zaklików,3000,50.75769,22.10226,PPLA3,P,1818
754092,Zakliczyn,1534,49.85589,20.80935,PPLA3,P,1216
754118,Zahutyń,1267,49.52989,22.23358,PPL,P,1817
754174,Zagórzyce,3182,50.0169,21.67517,PPL,P,1815
754195,Zagórz,5129,49.51457,22.26706,PPLA3,P,1817
754278,Zabrodzie,340,53.82563,20.97247,PPL,P,2814
754279,Zabrodzie,145,53.46705,23.13103,PPL,P,2011
754280,Zabrodzie,456,53.10799,21.53638,PPL,P,1415
754281,Zabrodzie,590,52.51034,21.4184,PPL,P,1435
754282,Zabrodzie,134,51.37998,23.19205,PPL,P,0619
754283,Zabrodzie,272,49.40142,22.44859,PPL,P,1821
754298,Zaborze,298,51.27996,22.06123,PPL,P,0612
754302,Zaborze,344,50.21031,20.03366,PPL,P,1206
754318,Zaborów,560,50.14677,20.69035,PPL,P,1202
754327,Żabno,536,50.85326,22.77363,PPL,P,0602
754328,Żabno,600,50.67568,21.96914,PPL,P,1818
754329,Żabno,4250,50.13334,20.88615,PPLA3,P,1216
754331,Zabłudów,2452,53.01442,23.33831,PPLA3,P,2002
754351,Ząbki,23473,52.29271,21.10539,PPLA3,P,1434
754364,Zabierzów Bocheński,1700,50.06821,20.31896,PPL,P,1219
754367,Żabieniec,1126,52.05856,21.04817,PPL,P,1418
754386,Żabia Wola,1256,52.03169,20.69112,PPLA3,P,1405
754387,Żabia Wola,133,51.50837,20.98921,PPL,P,1401
754388,Żabia Wola,190,51.16266,22.58875,PPL,P,0609
754389,Żabia Wola,824,51.12012,22.51476,PPL,P,0609
754400,Zabawa,920,50.12041,20.82244,PPL,P,1216
754401,Zabawa,754,49.99511,20.09108,PPL,P,1219
754451,Wyszogród,2779,52.38988,20.19081,PPLA3,P,1419
754454,Wyszków,26500,52.59278,21.4584,PPL,P,1435
754479,Wysokie Mazowieckie,9203,52.91661,22.51712,PPL,P,2013
754485,Wysokie,49,54.37066,22.92761,PPL,P,2012
754487,Wysokie,85,53.93396,22.79148,PPL,P,2012
754488,Wysokie,239,53.86144,22.5709,PPL,P,2805
754492,Wysokie,271,50.9203,23.69322,PPL,P,0604
754493,Wysokie,602,50.91093,22.666,PPLA3,P,0609
754495,Wysokie,673,50.75362,23.22244,PPL,P,0620
754496,Wysokie,676,49.6539,20.54383,PPL,P,1207
754499,Wysoka Strzyżowska,2199,49.83056,21.74074,PPL,P,1819
754501,Wysoka Góra,53,54.12694,23.1142,PPL,P,2009
754503,Wysoka Braniewska,237,54.27846,20.04129,PPL,P,2802
754505,Dąbrowa Wysoka,196,54.03379,20.95977,PPL,P,2814
754506,Wysoka,380,53.23466,20.09846,PPL,P,2803
754507,Wysoka,171,51.28737,20.88595,PPL,P,1430
754508,Wysoka Głogowska,2213,50.16019,22.02124,PPL,P,1816
754509,Wysoka,2400,50.04474,22.26002,PPL,P,1810
754520,Wyśmierzyce,858,51.62494,20.81394,PPLA3,P,1401
754536,Wyryki,397,51.56272,23.38002,PPL,P,0619
754557,Wymysłów,107,51.34268,20.8663,PPL,P,1425
754558,Wymysłów,84,51.32788,21.28163,PPL,P,1425
754559,Wymysłów,248,51.24435,22.06544,PPL,P,0612
754561,Wymysłów,504,50.9694,21.34266,PPL,P,2607
754563,Wymysłów,260,50.85462,21.90983,PPL,P,0607
754564,Wymysłów,123,50.83045,20.09717,PPL,P,2613
754574,Wymysłów,172,50.3373,20.07442,PPL,P,1208
754575,Wymysłów,66,50.25939,20.55207,PPL,P,2603
754590,Wylewa,846,50.19152,22.62257,PPL,P,1814
754652,Wydminy,2448,53.98194,22.03239,PPL,P,2806
754731,Wróblowice,690,49.87705,20.85463,PPL,P,1216
754732,Wróblowa,565,49.78991,21.39948,PPL,P,1805
754768,Woroniec,420,52.04257,22.92126,PPL,P,0601
754769,Woroniec,158,51.80877,23.02915,PPL,P,0615
754791,Wołów,310,51.09571,20.78742,PPL,P,2610
754800,Wołomin,36592,52.34006,21.24207,PPLA2,P,1434
754810,Wołkowyja,496,49.33491,22.40996,PPL,P,1821
754847,Wólka Tanewska,1453,50.50005,22.26113,PPL,P,1812
754886,Wólka Podleśna,1500,50.11785,22.11213,PPL,P,1816
754897,Wólka Pełkińska,1500,50.09553,22.62342,PPL,P,1804
754912,Wólka Niedźwiedzka,1800,50.24226,22.18826,PPL,P,1816
754927,Wólka Lipowa,170,50.95853,21.69971,PPL,P,2606
754929,Wólka Łętowska,579,50.32333,22.20715,PPL,P,1808
754952,Wólka Komarowska,232,51.82628,22.95919,PPL,P,0615
754997,Wólka Cycowska,465,51.30551,23.12176,PPL,P,0610
755032,Wólka,509,51.26476,22.63844,PPL,P,0609
755090,Wola Żarczycka,3793,50.2912,22.25023,PPL,P,1808
755093,Wola Załężna,719,51.39278,20.31784,PPL,P,1007
755098,Wola Zabierzowska,1177,50.07257,20.33217,PPL,P,1219
755100,Wola Wysoka,189,51.86467,20.12052,PPL,P,1015
755118,Wola Uhruska,1639,51.32139,23.62627,PPLA3,P,0619
755139,Wola Skrzydlańska,322,49.74245,20.1721,PPL,P,1207
755143,Wola Sernicka,1118,51.44978,22.68351,PPL,P,0608
755144,Wola Sękowa,247,49.50844,22.00501,PPL,P,1817
755159,Wola Rafałowska,336,52.14639,21.80593,PPL,P,1412
755168,Wola Potocka,316,50.77273,22.21298,PPL,P,0605
755187,Wola-Paprotnia,198,52.1772,21.80374,PPL,P,1412
755200,Wolanów,701,51.3803,20.97702,PPLA3,P,1425
755208,Wola Mysłowska,330,51.844,21.93678,PPL,P,0611
755248,Wola Krzywiecka,494,49.81007,22.56798,PPL,P,1813
755277,Wola Idzikowska,747,51.097,22.98366,PPL,P,0606
755303,Wola Dębińska,1602,49.98214,20.68777,PPL,P,1202
755327,Wola Batorska,2520,50.05262,20.26617,PPL,P,1219
755339,Wokowice,513,50.00619,20.70047,PPL,P,1202
755368,Wojsławice,290,51.36197,21.32249,PPL,P,1425
755370,Wojsławice,265,50.4357,20.53362,PPL,P,2608
755371,Wojsławice,383,50.20002,20.49997,PPL,P,2603
755390,Wojnicz,3509,49.958,20.83785,PPLA3,P,1216
755412,Wojcieszków,1100,51.76922,22.31589,PPL,P,0611
755420,Wojciechowice,310,50.8934,21.18078,PPL,P,2607
755421,Wojciechowice,324,50.84226,21.58942,PPLA3,P,2606
755422,Wojciechowice,110,50.5931,20.15571,PPL,P,2602
755427,Wojciechów,920,51.23543,22.24551,PPLA3,P,0609
755435,Wojaszówka,700,49.77777,21.67079,PPLA3,P,1807
755438,Wohyń,2000,51.75642,22.78582,PPL,P,0615
755439,Wodzisław,1100,50.52047,20.1915,PPLA3,P,2602
755442,Wodynie,630,52.0404,21.95575,PPLA3,P,1426
755474,Włodawa,13142,51.55,23.55,PPLA3,P,0619
755502,Wizna,1300,53.19518,22.38241,PPL,P,2007
755504,Wiżajny,974,54.36767,22.86843,PPL,P,2012
755532,Witkowo,150,52.75567,20.11528,PPL,P,1420
755551,Wisznice,1559,51.78924,23.20836,PPL,P,0601
755568,Wiśniowa,600,50.59321,21.25151,PPL,P,2612
755569,Wiśniowa,870,49.99789,21.75431,PPL,P,1815
755571,Wiśniowa,1826,49.86897,21.65508,PPLA3,P,1819
755572,Wiśniowa,1900,49.7878,20.11502,PPL,P,1209
755581,Wiśniew,505,52.25802,21.72461,PPL,P,1412
755582,Wiśniew,870,52.07265,22.29392,PPLA3,P,1426
755593,Wiślica,680,50.34891,20.67438,PPLA3,P,2601
755594,Wiskitki,1420,52.08831,20.38708,PPL,P,1438
755609,Winnica,560,52.64306,20.94114,PPLA3,P,1424
755670,Wilków,208,51.26224,21.87756,PPLA3,P,0612
755675,Wilkołaz,2493,51.01473,22.35014,PPLA3,P,0607
755697,Wilczyce,830,50.74694,21.65783,PPLA3,P,2609
755698,Wilczyce,527,49.66713,20.20111,PPL,P,1207
755715,Wilczowola,262,51.42659,21.61148,PPL,P,1436
755732,Wilamowice,186,52.60513,20.28488,PPL,P,1420
755754,Wietrzychowice,658,50.19097,20.76502,PPLA3,P,1216
755775,Wierzchosławice,3000,50.02478,20.85677,PPLA3,P,1216
755788,Wierzbówka,270,51.66329,22.89877,PPL,P,0613
755792,Wierzbno,358,52.31008,21.85902,PPLA3,P,1433
755795,Wierzbno,421,50.15348,20.23476,PPL,P,1214
755797,Wierzbna,1201,50.03311,22.60128,PPL,P,1804
755810,Wierzbica,3956,51.2494,21.08259,PPLA3,P,1425
755811,Wierzbica,650,51.02493,22.10887,PPL,P,0607
755823,Wierzawice,3408,50.23623,22.4509,PPL,P,1808
755848,Wieniawa,687,51.36171,20.79489,PPLA3,P,1423
755855,Wielopole Skrzyńskie,3982,49.94564,21.61491,PPLA3,P,1815
755873,Wielkie Oczy,880,50.02357,23.16407,PPLA3,P,1809
755882,Wielka Wieś,650,51.18881,20.59155,PPL,P,2605
755883,Wielka Wieś,1425,51.07107,20.96655,PPL,P,2611
755884,Wielka Wieś,270,50.44603,20.1545,PPL,P,1208
755885,Wielka Wieś,1311,49.93631,20.82304,PPL,P,1216
755886,Wieliszew,3373,52.4513,20.96827,PPLA3,P,1408
755888,Wieliczki,730,53.98466,22.56171,PPL,P,2813
755889,Wieliczka,18677,49.98738,20.06473,PPLA2,P,1219
755893,Wielgolas,150,52.68908,21.23151,PPL,P,1424
755895,Wielgolas,791,52.0318,21.73242,PPL,P,1412
755896,Wielgolas,103,51.82644,22.11479,PPL,P,0611
755902,Wielgie,628,51.24193,21.49552,PPL,P,1409
755907,Wielbark,2943,53.39858,20.94629,PPL,P,2817
755919,Wieczfnia Kościelna,337,53.19534,20.47637,PPLA3,P,1413
755933,Widuchowa,658,50.49022,20.79695,PPL,P,2601
755947,Widaczów,330,49.90547,22.30774,PPL,P,1814
755963,Wiązownica,1700,50.08066,22.70668,PPL,P,1804
755964,Wiązowna,980,52.17056,21.2915,PPL,P,1417
756010,Wesoła,2048,49.79977,22.10029,PPL,P,1802
756028,Werbkowice,3030,50.75373,23.76411,PPL,P,0604
756045,Węgrzce Wielkie,1513,50.01491,20.11082,PPL,P,1219
756046,Węgrów,12512,52.39954,22.01634,PPLA2,P,1433
756048,Węgorzewo,11864,54.21567,21.7372,PPLA3,P,2819
756053,Węglówka,1100,49.73424,20.08575,PPL,P,1209
756066,Węgierka,940,49.88855,22.55957,PPL,P,1804
756084,Wawrzeńczyce,3000,50.11012,20.31612,PPL,P,1206
756091,Wąwolnica,1041,51.29467,22.14681,PPLA3,P,0614
756106,Wąsosz,1600,53.52209,22.31915,PPL,P,2004
756109,Waśniów,460,50.89914,21.22301,PPLA3,P,2607
756120,Wasilków,9440,53.19909,23.20776,PPLA3,P,2002
756123,Wąsewo,780,52.87416,21.67319,PPL,P,1416
756135,Warsaw,1702139,52.22977,21.01178,PPLC,P,1465
756151,Warka,11048,51.7843,21.19091,PPLA3,P,1406
756197,Jodłówka-Wałki,1119,50.04992,21.13332,PPL,P,1216
756202,Walim,226,52.22223,22.95147,PPL,P,1410
756227,Waksmund,2340,49.48207,20.07563,PPL,P,1211
756246,Wadowice Górne,1100,50.26312,21.30215,PPL,P,1811
756258,Wąchock,2747,51.07391,21.01243,PPLA3,P,2611
756280,Ustrzyki Dolne,9610,49.4304,22.59381,PPLA2,P,1801
756295,Uścimów Stary,346,51.46962,22.95516,PPLA3,P,0608
756299,Uście Solne,871,50.11915,20.51439,PPL,P,1202
756302,Uście Gorlickie,1172,49.52192,21.13821,PPL,P,1205
756313,Urzejowice,1800,50.01182,22.46189,PPL,P,1814
756315,Urzędów,898,50.99323,22.1426,PPLA3,P,0607
756316,Urszulin,1003,51.3939,23.1948,PPL,P,0619
756351,Ulhówek,1262,50.44969,23.79956,PPLA3,P,0618
756354,Ułęż,1677,51.59195,22.10741,PPLA3,P,0616
756377,Ulanów,1520,50.49031,22.26362,PPLA3,P,1812
756380,Ulan-Majorat,500,51.81026,22.49099,PPL,P,0615
756388,Ujezna,857,50.06794,22.59012,PPL,P,1814
756406,Uherce Mineralne,1400,49.46455,22.39829,PPL,P,1821
756425,Uchanie,650,50.90947,23.65159,PPL,P,0604
756433,Ubieszyn,747,50.16447,22.57999,PPL,P,1814
756438,Tyszowce,2137,50.61699,23.69927,PPLA3,P,0618
756456,Tyrawa Wołoska,900,49.57744,22.36988,PPLA3,P,1817
756474,Tymbark,2700,49.72859,20.32539,PPL,P,1207
756484,Tykocin,1907,53.20567,22.77457,PPLA3,P,2002
756485,Tyczyn,3393,49.96384,22.03398,PPLA3,P,1816
756523,Tuszów Narodowy,920,50.37273,21.45853,PPL,P,1811
756532,Turze Pole,1040,49.66329,22.00476,PPL,P,1802
756562,Turowice,208,51.81387,20.90286,PPL,P,1406
756567,Turośń Kościelna,700,53.01463,23.05532,PPLA3,P,2002
756573,Turośl,500,53.38794,21.72752,PPL,P,2006
756577,Turobin,1036,50.82367,22.74273,PPLA3,P,0602
756595,Turek,176,52.26506,21.76083,PPL,P,1412
756613,Tułowice,350,52.33961,20.28244,PPL,P,1428
756629,Tuczępy,575,50.51676,20.99187,PPLA3,P,2601
756634,Tuchów,6680,49.89485,21.05407,PPLA3,P,1216
756648,Trzydnik Duży,394,50.84887,22.13359,PPLA3,P,0607
756662,Trzeszczany,655,50.82128,23.73725,PPL,P,0604
756671,Trześń,682,50.22382,21.67328,PPL,P,1806
756679,Trzemeśnia,2200,49.82752,20.02207,PPL,P,1209
756680,Trzemeszna,449,49.9531,21.08122,PPL,P,1216
756688,Trzebownisko,3084,50.07829,22.03712,PPLA3,P,1816
756692,Trzebieszów,1651,51.99006,22.55502,PPL,P,0611
756696,Trzebień,330,51.73192,21.36652,PPL,P,1407
756709,Trzcinica,2400,49.74301,21.4175,PPL,P,1805
756713,Trzcianne,607,53.34584,22.68342,PPL,P,2008
756734,Trzciana,1300,50.30771,21.33725,PPL,P,1811
756735,Trzciana,2300,50.0719,21.8385,PPL,P,1816
756736,Trzciana,1462,49.84485,20.37415,PPL,P,1201
756737,Trzciana,210,49.50147,21.69937,PPL,P,1807
756748,Tryńcza,1325,50.16087,22.55008,PPLA3,P,1814
756764,Truskolasy-Lachy,124,53.03333,22.7,PPL,P,2013
756765,Truskolasy,140,50.83744,21.27545,PPL,P,2606
756771,Troszyn,688,53.03115,21.73083,PPLA3,P,1415
756788,Trojany,490,52.47682,21.34626,PPL,P,1434
756792,Trojanów,180,52.12397,21.8555,PPL,P,1412
756819,Trawniki,2893,51.13633,22.99816,PPLA3,P,0617
756824,Trablice,1447,51.35249,21.12877,PPL,P,1425
756826,Trąbki,1200,49.96226,20.1424,PPL,P,1219
756842,Topór,159,52.119,21.91927,PPL,P,1412
756862,Tomice,280,52.00829,21.15761,PPL,P,1418
756867,Tomaszów Mazowiecki,67197,51.53131,20.00855,PPLA2,P,1016
756868,Tomaszów Lubelski,20261,50.44767,23.41616,PPLA2,P,0618
756919,Tłuszcz,7482,52.43058,21.43561,PPLA3,P,1434
